actor_id,actor
71482,Maitland Ward
78124,François Civil
112286,Edrick Browne
105304,Sari Lennick
1090751,Fred Ross
205258,Harry Lloyd
21978,Louise Goodall
7570,Lauren Bacall
129658,Aleksia Landeau
1067237,Erica Linz
47652,Martin Kemp
28410,Jake Busey
93051,Uta Hagen
19664,Samaire Armstrong
221115,Daren Kagasoff
10983,Richard Griffiths
35654,Spencer Breslin
12642,John Neville
189431,Glen Murphy
52052,Jessica Simpson
1024412,Judith Novgrod
938732,Shereef Akeel
90528,Laure Mattos
45481,Vanity
1187,Saul Stein
113747,Alex Petrovitch
3896,Liam Neeson
17639,Chita Rivera
1213599,Joyce Guy
55257,Adam Arkin
21045,Maggie Q
53863,Simon Helberg
140369,Alexia Rasmussen
64180,Steve Whitmire
51975,Laura Ramsey
96790,Gloria Votsis
2203,Neal McDonough
19484,Burr DeBenning
52933,Timm Sharp
35472,Hilarie Burton
150810,Justin Bieber
23882,Amy Madigan
8169,Tyrese Gibson
64182,Bill Barretta
74308,Christopher Carley
1021227,Brandon Barrera
996224,Alexander DiPersia
22131,J. T. Walsh
83874,Michael Arden
7132,Vincent D'Onofrio
1142720,Thomas Mann
723,Patrick Swayze
1218149,Brennan Brown
745,Richard Young
31838,Danielle Panabaker
94702,Nikolai Sotirov
25147,Tony Hale
54716,Lauren Miller
13565,Steve McQueen
1102,Elpidia Carrillo
124433,Darryl Cooksey
1157957,Yaakov Peri
9896,Daniela Bianchi
20011,Margot Kidder
66540,Arnie Pantoja
129550,Norma Crane
64224,Cyril O'Reilly
1303037,Taron Egerton
1054415,Tanisha Mukherjee
87220,Brian Boland
1625206,Thampy Antony
69574,Lexa Doig
980,Vinnie Jones
559670,Steve Irwin
71535,Tom Kane
92996,Kevin Howarth
20767,Samantha Mathis
8654,Matthew Modine
25663,Thomas Brodie-Sangster
55541,Eddie Cibrian
67581,Heather Litteer
12041,Julia Stiles
30618,Barbara Harris
1015892,Gregory Jones
90576,Jeff Branson
40543,John Ortiz
24563,Philippe Magnan
58058,Lochlyn Munro
1029403,James Russell
23681,Brandon Hammond
114310,Natalia Klimas
237977,Richa Pallod
559068,Robert Paterson
19610,Michael Crawford
80154,Blake Ritson
65002,Dana Delany
114254,Verónica Echegui
76625,David Sullivan
1182341,Jacob Zachar
3462,Peter Ostrum
2677,Bahar Soomekh
194,Richard Harris
11671,Bijou Phillips
58859,Gyurme Tethong
201283,Eric Artell
41269,John Beck
56585,Steve-O
1175764,Breanne Racano
17838,Rami Malek
7918,Bud Luckey
1273198,Resse Hartwig
131947,Jason Fuchs
120825,Jessica Mauboy
40863,Joe Swanberg
10475,Lois Chiles
16604,Sasson Gabai
9978,Robert MacNaughton
97586,Rosie Traynor
2959,Kayvan Novak
555065,Andree Maranda
3126,Ione Skye
76689,Sarah Brightman
71146,Ted Knight
53362,Harish Patel
56015,Tom Heaton
101060,Danielle Nicolet
1734,Annette O'Toole
4496,Nora Dunn
148139,Vicky McClure
14668,Daphne Zuniga
51998,Liza Lapira
6860,Jimmy Bennett
131820,Emma Bell
34421,George Tyne
61962,D. B. Sweeney
945115,Connor Funk
14820,Alan Webb
75463,Michael Hitchcock
84514,Diane Gaidry
151124,James Newman
7450,Toshirō Mifune
56389,Steven Pasquale
34199,Thomas Dekker
933238,Rebecca Ferguson
44240,Roddy Piper
111010,Kurt Cole
74442,Jaime Winstone
113748,Ivan L. Moody
102977,Barry McEvoy
18897,Jackie Chan
130640,Hailee Steinfeld
18328,Ken Howard
486,Wallace Wolodarsky
8293,Marion Cotillard
2556,Amy Robinson
14563,Adolphe Menjou
63313,Victoria Thaine
1287586,James Gaudioso
996636,Riaad Moosa
77152,Michelan Sisti
1194965,Kevin Kolack
16860,Miranda July
63279,Anna Deavere Smith
1532387,Lodric D. Collins
78798,Tom Kenny
12250,James Donald
1382818,Ellis Cashmore
11398,Cary-Hiroyuki Tagawa
37045,Nicollette Sheridan
1039985,Cordell Moore
77346,Laura Breckenridge
6437,Ben Shenkman
67538,Jessica Bowman
559290,Nicole Zaray
1390110,Mark Rector
84943,Ahnaise Christmas
59256,Adam Herschman
1195357,Charles Duke
103944,Dondre Whitfield
17402,Ron Livingston
1239372,Julia Chantrey
4135,Robert Redford
35219,Corey Burton
78147,Elodie Yung
5700,Esther Rolle
19968,Royal Dano
587506,Shameik Moore
1284,Noah Taylor
29930,Ivana Miličević
29051,L. Scott Caldwell
1021684,Charlotte Le Bon
18260,August Schellenberg
73355,Georgia Groome
26067,Rachel Luttrell
33653,Sherry Stringfield
72308,Paul Jesson
32887,Christopher Heyerdahl
20580,Joe Manganiello
558205,Julie R. Ølgaard
41885,Logan Polish
49002,Donald Faison
6575,Gil Bellows
58401,Joanne Samuel
16851,Josh Brolin
553509,Helen Reddy
101250,Kim Poirier
97748,E. J. Peaker
8687,Chi McBride
1233,Philip Seymour Hoffman
1390487,Annelyse Ahmad
3197,Tom Sizemore
453272,Nora Arnezeder
35013,David Oyelowo
1472,Ray McKinnon
16213,Lance Guest
141762,Joe Chrest
49562,Per Christensen
30315,Richard Armitage
4038,Susan Sarandon
16427,Enrique Castillo
7523,Jessalyn Gilsig
588319,Stephen Tyrone Williams
81197,Mark L. Young
1385058,Moses Jacob Storm
11663,Patrick Fugit
8778,Rosalinda Celentano
1186505,Emily Ratajkowski
2050,Noah Huntley
105341,Paolo Paoloni
8351,Frederic Forrest
17271,Brandon Routh
5047,Veronica Cartwright
95039,Sofia Vassilieva
6944,Octavia Spencer
205300,Lonny Ross
220064,Kerris Dorsey
1757,Persis Khambatta
20196,Boyd Banks
1897,Bernie Mac
51988,Lizzy Caplan
13577,Myrna Loy
6065,Dennis Quaid
26201,Emil Marwa
234982,Bella Heathcote
168992,Bob Papenbrook
113746,Chris Ivan Cevic
34518,Matt Stone
77895,Peggy Wood
9208,Robert Wagner
107171,Marc Almond
11365,Mark Feuerstein
42715,Amber Smith
40864,Andrew Bujalski
60881,Douglas M. Griffin
13640,Harvey Korman
1448492,Castille Landon
57701,Rochelle Davis
147721,Erin Wasson
21027,Mika Boorem
12052,Gwyneth Paltrow
113676,Helena Mattsson
69399,Alexandra Holden
50583,Adam Rifkin
53647,Lainie Kazan
4971,Bud Cort
57207,Tony Jaa
125660,Andrew Scott
95696,Lorna Raver
109441,Chris Massoglia
53400,Tim Bagley
6200,Diane Venora
98272,Chloe Bridges
30609,Polly Shannon
579064,Christopher Nicholas Smith
4068,Gary Cooper
14886,Craig Bierko
1666,Julie Christie
76246,Oswaldo Castillo
54834,Zachary Knighton
555311,Elijah Cummings
57599,Seann William Scott
17752,Donna Reed
85978,Javed Sheikh
28633,Richard Jenkins
5699,Patti LuPone
938783,Ron Morgan
1190267,Kate Bayley
61260,Paul Rae
4391,Charles Dance
1524,Harold Ramis
449889,Ben Drew
1440057,Allison Paige
55624,Dian Bachar
97985,Angelo Rossitto
649,Vernon Dobtcheff
4813,Béatrice Dalle
81331,Maeve Dermody
16428,Darren E. Burrows
558560,Ronald South
69405,Brian Krause
75601,Sean Nelson
41436,Andrew Airlie
148101,Sean Fox
21804,Jerod Mixon
51300,Derek Mears
87722,Noomi Rapace
11317,Natascha McElhone
77196,"Chris Warren, Jr."
74472,Drew Fuller
62753,Andy Anderson
8447,Jeff Daniels
122888,Ashley Williams
5146,Michael D. Roberts
995198,Tom Lipinski
59410,Bob Odenkirk
765,Hiam Abbass
1849987,A.D. Johnson
45404,Elise Muller
96973,Pedro Armendáriz
1223793,Rose Leslie
1522254,Rina Takasaki
4726,Marcia Gay Harden
325,Eminem
16420,Richard Boone
59154,Tamala Jones
230632,Seema Biswas
1345418,Lola Kirke
574378,Amber Rose Revah
65423,Mike Pniewski
7331,Eleanor Parker
1532331,Nafessa Williams
31717,January Jones
1073795,Joshua Milrad
44830,Deborah Rush
75394,Terence Donovan
59782,Jeffrey Garcia
26069,Paul McGillion
67519,Ashlyn Gere
50994,Unax Ugalde
4517,Joe Pesci
2630,Nastassja Kinski
571208,R. Martin Klein
52023,Steve Railsback
72855,Felicity Jones
1037299,Teairra Mari
131006,Sam Trammell
20804,Adam Alexi-Malle
18735,Rock Hudson
15886,Julia Louis-Dreyfus
100138,Marcos Mundstock
938881,Baron Hill
22074,Vanessa Evigan
1715121,Hunter McCracken
3292,Nicholas Hoult
63155,Mackenzie Firgens
51455,Johnny Lewis
1279738,Hazuki Kato
11367,Bradley Whitford
85969,Emraan Hashmi
15274,E.G. Daily
65802,Chris Kelly
1384575,Toby Poser
55836,José Wilker
2669,Raymond Massey
26851,Heather Donahue
1094968,Ryan Metcalf
78050,Elyes Gabel
3491,Thomas Kretschmann
20563,Alex Veadov
171213,Lucy Deakins
10268,Charles Aznavour
78564,Sapphire Boyce
10690,Anna Paquin
67600,Ashley Tisdale
1214870,Tyler James Williams
35029,David Harbour
1142686,Gabriel Rush
3198,Rodney Dangerfield
1986,Peter Gerety
62065,Bree Turner
5563,James Coburn
14722,Arabella Field
550359,Christopher Robin Miller
80678,Tim Hodge
82190,Robert Hobbs
543352,Donovan Womack 
82167,David Costabile
1360428,Ivey Bronwen
7428,Danny Burstein
59817,Jaimie Alexander
206426,Daniel Dugan
84021,Paul Gross
17647,Michelle Rodriguez
14415,Julie Hagerty
2178,Forest Whitaker
45114,Michael Blodgett
51944,Mike Epps
8536,Victor Garber
56584,Bam Margera
564035,Jing Lusi
49915,Jesse McCartney
1047314,Glenn Hughes
4690,Christopher Walken
127264,Roddy Maude-Roxby
3051,Toni Collette
95875,Andrew Daly
450,Mike Colter
16166,Hoyt Axton
66745,Emma Caulfield
21125,Richard Kind
53023,David Gulpilil
2040,Christopher Eccleston
14792,Josef Sommer
119421,Matt Cohen
150061,Christine Dunford
1288797,Rima Te Wiata
122442,Melissa Keller
17112,David Sanin Paz
98797,Hari Rhodes
52462,Betty Buckley
19976,Robert Joy
15286,Christine Taylor
56164,T.W. Leshner
2713,Linda Hamilton
24048,Jeffrey Nordling
13726,Ned Beatty
9880,Sam Shepard
34398,Bill Fagerbakke
7420,Harvey Fierstein
32799,Angela Bettis
41686,Neil Patrick Harris
5412,Raoul Bova
36422,Luke Wilson
27550,Bob Tracey
76576,Katsuni
56081,Ken Davis
51799,Craig Fairbrass
19183,Cliff Gorman
61186,Nicola Peltz
1424519,Jerome Elston Scott
17735,Mike White
6588,Isabella Rossellini
1734574,Ariana Stephens
20404,Vanessa Lachey
5586,Yeardley Smith
9378,Anthony Ray Parker
63109,Joshua Alba
43464,John Patrick Amedori
18342,Todd Graff
53492,Sam Huntington
17834,Jake Cherry
71884,Douglas Ligon
59213,Jeffrey Anderson-Gunter
11130,James Robertson Justice
5695,Sid Haig
478,Jamie Bell
1575982,Kelley Menighan Hensley
1462149,Elvis Polanski
126670,Niamh Shaw
1213786,Brent Spiner
34716,Allan Gildea
8829,Mae Marsh
57906,Andrew Dice Clay
44682,Richard Poe
2683,Glenn Plummer
20813,Joey D. Vieira
2462,Catherine McCormack
15577,Emily Barclay
9996,Sean Whalen
7174,Ray Charles
39391,Edi Gathegi
27104,Johnny Simmons
17303,Ali Larter
1231280,Greg Siff
31168,Kiele Sanchez
52476,Dylan Bruno
63,Milla Jovovich
16790,Gaspard Ulliel
10649,Malick Bowens
1749,Leonard Nimoy
4937,Vince Vaughn
24809,Ina Balin
18471,Anthony Anderson
74053,Gerald Burke
70958,Nick Stabile
71900,Adrian Paul
1434687,Tim Ogletree
14704,Park Overall
231014,Jaci Velasquez
455033,Matt Shively
16644,Dolph Lundgren
56881,Shelley Long
10593,George Harrison
11275,Stephen Fry
11750,Dan Hicks
26291,Martin Henderson
54499,Briana Evigan
9066,Judy Garland
22252,Leslie Easterbrook
155783,Shari Headley
18023,Robert Carlyle
53368,Scott Porter
73513,Peter Boyden
54718,Brooke Dillman
1129413,Samuel Davis
29222,Zac Efron
20480,Taylor Momsen
1244058,Daniela Romo
37759,Kathy Burke
1513149,Roni Akurati
47176,Sven Nordin
69120,Eric Nenninger
2282,Ben Kingsley
18792,Delroy Lindo
23596,Dragon
87825,Clarence Muse
1289296,Jonathan Walker
75343,Florence Henderson
131008,Hannah Endicott-Douglas
1379122,Zackary Arthur
20376,Sarah Roemer
1255950,Marian Valev
3545,Edward Hardwicke
73953,Elizabeth Blake
27016,Lauren C. Mayhew
86385,Richie Havens
15234,David Arquette
26197,Nabil Elouahabi
50095,Jason Ritter
1086869,De Anna Joy Brooks
129388,Ashley Johnson
15296,Grant Roa
8924,Frank Langella
21709,Russell G. Jones
6832,Melissa Leo
10021,Hugh Griffith
74932,Paige Turco
586000,Tom Cullen
84208,Ion Overman
103999,Jeffrey Falcon
115244,Walter Phelan
167736,Allison Dean
3383,Thomas Mitchell
34551,Reece Shearsmith
205267,Jareb Dauplaise
28767,June Carter Cash
22811,Daisy Donovan
2131,Ken Leung
4885,Emmanuelle Béart
1016142,Saad Siddiqui
117669,Portia Doubleday
4093,Ray Walston
11961,Chintara Sukapatana
8688,Diego Luna
1619931,Tiffany Burns
73204,Kate Hewlett
1220754,Bree Williamson
1193861,Morgana O'Reilly
71282,Kate Magowan
97585,Talia Zucker
40477,Chris O'Dowd
57108,Usher Raymond
3784,Michel Piccoli
1276759,Machine Gun Kelly
212208,Taylor Swift
6736,Pamela Anderson
70233,Ricki Lake
43202,Antje Traue
77078,Malcolm David Kelley
49326,Jonathan LaPaglia
228,Ed Harris
25933,Emily Deschanel
1736,James Remar
54691,Christopher Mintz-Plasse
2983,Mark Strong
22434,Betsy Russell
30430,Indira Varma
81095,Michelle Morgan
77028,Poppy Montgomery
56962,Rodolfo De Alexandre
65395,James Madio
15218,James Gunn
69423,Maureen Keiller
5414,Colin Salmon
7222,Chopper Bernet
21298,Ryan Kennedy
2461,Mel Gibson
57127,Blake Heron
4165,John Wayne
1380338,Danielle Donahue
19152,Dylan Baker
1159,Steven Bauer
1210485,Alyson Bath
20644,Aasif Mandvi
2097,Ted de Corsia
64720,Susan Jennifer Sullivan
47759,James T. Callahan
28779,Lupe Ontiveros
101,Leonor Watling
8606,Robert Shaw
56677,Whitney Able
1438101,Zorie Barber
137469,Robin Hill
23632,Lisa Spoonhauer
1532385,Mikaal Bates
4443,Christopher McDonald
1175394,Mickey Sumner
4512,James Woods
1195183,Ben Youcef
964971,Manish Dayal
16451,Coronji Calhoun
32895,Kevin James
3809,Francesca Neri
15009,Justin Theroux
1554519,Lauren Esposito
11161,Tom Savini
5540,Cameron Rhodes
1562397,Steffinnie Phrommany
1300070,Nick Turturro III
10510,Kabir Bedi
232055,Clifford Bañagale
43131,Gerard McSorley
28660,Emilie de Ravin
15533,Olivier Martinez
13724,Jane Alexander
1515536,Barbara Ehrenreich
36409,Michael Beck
12930,Gaby Hoffmann
38280,Tang Wei
70089,Imogene Coca
929826,Emayatzy Corinealdi
11886,Francesco Quinn
63371,John McDonnell
6720,Joan Chen
83665,Madeleine Potter
20819,Peter Dante
930214,Rachel Hendrix 
70946,Hui Lou Chen
55900,Luke Ford
20848,Rumer Willis
1001710,Jason Berrent
496731,Ali Cobrin
40178,Phil Silvers
162359,Anil Raman
1911,Dick Anthony Williams
17787,Phyllida Law
1274315,Michael Artura
11510,Macaulay Culkin
69597,Drew Barrymore
1561685,JoJo Kushner
1333665,Elvis Nolasco
26782,Mark Houghton
11059,Lyle Lovett
6217,Anupam Kher
76940,John Brumpton
76916,Ryan Cartwright
135352,Kevin Nash
1218645,Tim Gunn
40672,Mary Stockley
10430,Fred Ward
41555,Melissa Sagemiller
333,Evan Jones
1318612,Rishi Bhat
103680,Kate Stafford
9068,Ray Bolger
2960,Amr Waked
461542,Sarah Baker
12691,Peter Eyre
176594,James Costa
120549,Jean Porter
44185,Judith Scott
95638,John Pyper-Ferguson
60506,Alphonso McAuley
16089,Jason Evers
1333666,Steven Hauck
74340,Andy Merrill
75027,Michael Edwards
1473,Daniel von Bargen
1160071,Calum MacNab
88161,Debbi Morgan
95896,Dervla Kirwan
16503,James Francis Kelly III
90164,Erin Blunt
931944,Ellar Coltrane
93344,Mark Thompson
10017,Charlton Heston
481,Jean Heywood
78197,Elisabeth Harnois
69210,Chyler Leigh
82191,Sharlto Copley
61098,Shyann McClure
52760,Alan Dale
71727,Betty White
96349,Molly C. Quinn
15028,Daryl Mitchell
18794,Kate Nelligan
56253,Paul Soter
1562478,Jonathan Race
30211,Edward Arnold
1792564,Franklin Pipp
30290,Victor Mature
1423440,Eric D. Hill Jr.
17188,Marsha Dietlein
212828,Cheyenne Jackson
97604,Kevin Rahm
1331425,William Ackman
2059,Adam Baldwin
164323,Robert Turano
104001,Kim De Angelo
1257205,Rowan Blanchard
31138,Valarie Pettiford
29612,Jasmine Jessica Anthony
225610,Joseph Gilgun
6715,Dana Ashbrook
7107,Daniel Olbrychski
12446,Peter Sellers
97749,Billy Hufsey
18315,Monica Keena
56124,William Zabka
3309,Augustus Prew
91251,Luis Fernando Peña
14692,Nick Castle
19211,Ian Somerhalder
88124,Jesse Plemons
515,Glenn Close
1990,Brian Howe
171613,Isabel Gillies
16702,Sean Harris
59176,Jenna Boyd
20300,Eileen Atkins
26086,Michael Shanks
9781,Nia Long
54882,Morena Baccarin
58319,Jason Scott Lee
24528,Matthew R. Anderson
223050,Nick Principe
47985,Emma Bunton
155,Lucas Black
1499084,Antonio Arrué
73457,Chris Pratt
29092,Bryan Brown
2037,Cillian Murphy
12950,George Kennedy
4343,Louis Calhern
60642,Tom Petty
7693,François Berléand
69483,Christina Brucato
134120,Arthur Agee
9642,Jude Law
79505,Joseph Morgan
141715,Irene Grazioli
4969,Lionel Stander
1429674,Brooke Coleman
2244,Jesper Christensen
12514,Leonardo Cimino
1367884,Lisa Hart Carroll
63493,Alexander Polinsky
576173,Harley Quinn Smith
8252,William Holden
1236,Mark Pellegrino
52018,Britt Robertson
74088,Andrew Newberg
4729,Tom Guiry
21028,Anton Yelchin
148635,Todd Susman
8800,Birgit Minichmayr
518628,Riley Griffiths
1310760,Ki Hong Lee
20373,Arielle Kebbel
7668,Hume Cronyn
13576,Fredric March
57093,Stephen Spinella
33936,Barbara Nedeljakova
31024,Betty Thomas
86309,Catharine Bolz
62562,David Denman
121718,Bill Camp
82842,Keith Cavill
1004403,Chris Chatman
467645,Boyd Holbrook
1427888,Alain Moussi
125718,Kelly Adams
211599,Charles Henry Wyson
25834,Leslie Hope
57773,Tyrin Turner
46395,Stephen Gevedon
18688,Harry Connick Jr.
56365,Charlie Hunnam
6008,Harry Shearer
7090,Kelsey Grammer
586067,Carol Block
568412,Jessica Lynn Cohen
6726,Sheryl Lee
153582,Louise Troy
1325836,Christopher Morris
60073,Brie Larson
53013,Jeremy Sheffield
57387,Leo Fitzpatrick
1562479,Loreto Murray
1254583,Jamie Dornan
10360,Robert Prosky
176188,Flaminia Cinque
50398,Devon Sawa
76094,Oscar Nunez
8183,Kathleen Quinlan
776,Eddie Murphy
19153,Cliff Robertson
51580,Janine Turner
18082,Timothy Olyphant
4252,Tony Shalhoub
59592,Izabella Miko
55061,Kajol
82819,Nolan Gerard Funk
133766,Hector Kotsifakis
58794,Todd Jensen
23591,Christopher Toler
2632,Chris Rock
30155,Claudette Colbert
3070,Chris Haywood
113,Christopher Lee
1483525,Courtney Fansler
55253,Michelle Krusiec
11826,Selma Blair
45589,Dakota Blue Richards
28846,Alexander Skarsgård
168349,Shane Dawson
129928,Sarah Butler
144234,Nathan Mobley
6839,Fritz Weaver
1423519,Oona Laurence
1070349,Michael Park
58423,Richard Jaeckel
11462,Ellen Sandweiss
25908,Sarah Steele
3783,Brigitte Bardot
1003,Jean Reno
40551,Stephen Young
562949,Moni Moshonov
229031,Peyton List
64119,Robert Urich
37042,Ann Magnuson
17337,Nathalie Cox
19655,James D'Arcy
17289,Rodrigo Santoro
43286,Laura Vandervoort
82630,Ashley Peldon
69054,Brooke Adams
12538,Nick Searcy
97576,Gemma Chan
76412,Allen Evangelista
49,Maria Bello
1769,Sofia Coppola
1056053,Josh Helman
81697,Nelsan Ellis
6166,Jason Gray-Stanford
16376,Larry David
8289,Billy Crudup
1224565,Erica Tazel
6914,Scott Wilson
62018,Mark Patton
1393826,T.J. McGibbon
59284,Desmond Askew
53889,Carlie Westerman
12889,Ray Baker
25130,Ben Barnes
5050,Yaphet Kotto
9831,Vincent Regan
60158,Shirley Jones
59215,Jordi Caballero
139077,Christina Chambers
33060,Ramon Bieri
1244,Jonathan Rhys Meyers
112013,Rain
2464,Angus Macfadyen
22675,Damon Wayans
38660,Lee Cormie
40,Orson Welles
59926,Jesse Moss
35321,Rex Harrison
65920,J.B. Smoove
174331,Steve Hanks
41883,Max Thieriot
13325,Wendy Hiller
10502,Lynn-Holly Johnson
567560,Phil Riverstone
15854,Ted Levine
76850,Simone Kessell
2478,Tommy Flanagan
58899,Carly Schroeder
98394,Affion Crockett
11006,James Marsden
7172,James Brown
5539,Dawn French
15509,Orla Fitzgerald
76484,Panward Hemmanee
16170,Zach Galligan
1046903,Caren Pistorius
1224596,Felicia Pearson
29951,F.A. Turner
10538,Vivien Leigh
1098962,Dove Cameron
2094,Peter Lorre
10985,Ian Hart
556526,Bill Baird
58045,Molly Hagan
20158,Diahann Carroll
115888,Lisa Pelikan
1657172,Jack Ryan
1096796,Douglas Sebern
383,Michael Palin
15419,Thomas G. Waites
13324,Paul Scofield
115475,Juan Maria Almonte
124760,Sara Lazzaro
20141,Deborah Kerr
4735,John Doman
29975,Claire Adams
98012,Anita Page
64820,Kipley Wentz
59263,Diora Baird
1264845,Monique Candelaria
114605,Tanner Maguire
448,Hilary Swank
21398,Maxine Bahns
48958,Debra Paget
30228,Cecil Kellaway
14386,Beyoncé Knowles
8785,Ciarán Hinds
830,Joe Cortese
21490,Peter Onorati
72250,Paul Kandel
54564,George Buck Flower
155488,Kelly Clarkson
101808,Marc Senter
55585,Sam Spruell
1455872,Michael Christiansen
10224,Clifton James
12110,Amy Sedaris
15900,Paul Dooley
52119,Megan Mullally
1052107,Niall Horan
3268,Raf Vallone
108919,Chris Riggi
288,Jon Seda
929136,Thomas Horn
76923,Simone Spinazzè
12670,Takuya Kimura
35981,Gideon Emery
61671,Conrad Dunn
77896,Bill Bellamy
9030,Thandie Newton
1258700,Hayley Orrantia
52699,Danny Mann
12134,Sally Kirkland
100624,Avery Schreiber
1214296,Laila Ali
23678,Michael Jordan
52971,John Abraham
160179,Abigail Bianca
15498,Liam Cunningham
35742,Shah Rukh Khan
162367,Jason Tobin
6386,Rodney Harvey
6487,Richard Roundtree
64221,Dan Monahan
1656723,Kreeta Taponen
34847,Emma Roberts
57893,Raquel Castro
33430,Jenny Wade
46393,Roseanne Barr
139148,Grace Dunham
5473,Julian Wadham
77174,Ron Lester
33448,Judy Parfitt
140531,David A. Davidson
8963,Karen Black
1279814,Josh Wiggins
12483,Peter Dvorsky
82528,Spencer Klein
80576,Max Records
1052105,Tommy Refenes
5727,Diedrich Bader
27811,Peter Weller
8254,Edmond O'Brien
83222,Shane McRae
93822,Altagracia Guzman
1217599,Peter Scanavino
583051,Diana Bang
82806,Mathew Horne
1338420,Joe Slaughter
22123,Jordana Brewster
1180934,Jeff Puckett
90117,James Chalke
921,Brigitte Nielsen
57685,Ray Allen
77088,Katharine McPhee
19534,Gina Lollobrigida
57191,Sam Lerner
231753,Hugh Walsh
3623,Elena Anaya
20492,Jordan Ladd
100653,Vanessa Bell Calloway
110902,Ólafur Darri Ólafsson
4324,Laird Hamilton
83810,Vic Morrow
2230,Pam Grier
551461,Dave Levine
1620,Michelle Yeoh
8434,Cindy Williams
47,Björk
4175,Jeffrey Tambor
8226,Billie Whitelaw
1230868,Tiffany Haddish
25336,Bob Zmuda
59174,America Ferrera
12217,Jay Mohr
4442,Ryan Donowho
937877,Kathryn Burns
3635,Elizabeth Taylor
336,Xzibit
15564,Keith Robinson
1271190,Bong Soo Han
35070,Akshay Kumar
72861,Robbie Robertson
65598,Tony Jay
11397,Ric Young
11084,Kelly McGillis
2227,Nicole Kidman
11703,Kerry Washington
232525,Warren Christie
142375,Nathalie Fay
1737362,Lisa Schwartz
22108,Skeet Ulrich
36592,Saoirse Ronan
40352,Will Ryan
74610,Tasha Smith
23959,Debra Messing
1058261,William Martinez
69718,Jon Cryer
13524,Christopher Guest
65528,Cynthia Stevenson
98189,David Paul
1367074,Drew Monson
1163622,Pete Ploszek
122280,Aymen Hamdouchi
1896,Don Cheadle
83474,Charles Winninger
149665,Kali Rocha
43680,Bill Treacher
10917,Simon Abkarian
1307543,Darrell Britt-Gibson
1615805,Emily Roya O'Brien
160042,Bob Costas
15735,Helen Mirren
55426,Robert Bailey Jr.
58982,Kuno Becker
13645,Danny Woodburn
10135,Jesse James
557607,Rachel Resheff
23821,Bryan Greenberg
80017,Dean Hawes
13297,Millard Mitchell
1385063,Olivia DeJonge
66744,Chaney Kley
1222232,Jonathan Abrahams
43611,Sabine Karsenti
932030,Elizabeth Sandy
105727,Jake Abel
224507,Dolores Heredia
104786,Jeremy Gumbs
11764,Ian Abercrombie
21595,Alyson Hannigan
9111,Peter Graves
6573,William Sadler
1933,George Peppard
573817,Yvette Yates
128621,Robert Goulet
32224,Jason Lewis
106490,Stefanie Scott
204271,Deanna Dunagan
29283,Richard Haydn
141525,Matt Lauer
85672,Shabana Azmi
95353,Lil Wayne
54421,Janet Jackson
287,Brad Pitt
9562,Marlon Wayans
139161,Nora von Waldstätten
109560,Gabourey Sidibe
117116,Eri Otoguro
25654,Julianna Margulies
34202,Matt Lanter
10128,William Lee Scott
58959,Damaine Radcliff
23880,Steven Seagal
61658,Ja Rule
211952,Troy Ogletree
1162078,Marissa Skell
19299,Eamonn Walker
78572,Gyton Grantley
16662,Richard Gant
63791,Jay Brazeau
1487,Bob Dylan
145184,Sandra Echeverría
8791,Marie-Josée Croze
67070,Herman Osorio
1340980,Arfi Lamba
961834,Alex Anfanger
5457,Roy Atwell
21282,William Hickey
1574427,Kelsey Kemper
10662,Patrick Macnee
4433,Alexis Dziena
52783,Rachel Bilson
118861,Paul Hubschmid
10661,Grace Jones
192506,Ingrid Oliu
204405,Eric Sheffer Stevens
17265,Hayden Panettiere
543990,Merritt Patterson
55547,Matt Czuchry
1321309,Jordan Savage
1134094,Sophie Merkley
4240,Bilal
9922,Rik Van Nutter
189794,Cheyenne Haynes
69899,Zachary Levi
58691,Heather Locklear
45466,Joan Greenwood
15566,Sharon Leal
4455,Ulrich Thomsen
19187,Tiffani Thiessen
101761,David McLean
62054,Faith Ford
8309,Kierston Wareing
16450,Sean Combs
40403,Dyan Cannon
123995,Bruce Barton
79027,Jake Roberts
1168216,Donald L. Brooks
138242,Elizabeth Franz
6068,Sela Ward
145143,Aneurin Barnard
221581,Rebel Wilson
4004,Jeffrey Jones
10922,Tyrone Power
51878,John Kani
30511,Brandon De Wilde
80622,Suzzanne Douglas
12689,Ralph Richardson
560311,Virginia Bryant
589098,Ashley Hinshaw
7502,Ernest Borgnine
280,Terry Gilliam
90745,Vasilios Mantagas
929905,Kara Hayward
55085,Amber Heard
135121,Joachim Rafaelsen
934844,Rob Liefeld
524,Natalie Portman
69128,Nelly
62760,Zena Grey
57748,Byron Mann
87194,Christine Adams
105623,Melissa Prophet
79320,Christopher Reid
826,Fairuza Balk
7906,Jennifer Tilly
15684,Paul Schneider
30320,Annette Badland
137240,Owen Williams
19154,Daniel Gillies
1490,Joan Baez
58003,Joseph Bottoms
108562,Lisa Ann
8210,Wes Bentley
18818,Tómas Lemarquis
1271300,Noah Johnston
39459,Hayley Atwell
57991,Wanda De Jesus
1377303,Nora McMenamy
20982,Marton Csokas
30194,Tiny Sandford
21403,Thomas Ian Nicholas
25544,James Pickens Jr.
91375,Barbara Adams
29974,Claire McDowell
51762,Douglas Fairbanks Jr.
29973,Renée Adorée
1121961,Siobhan Williams
557972,Cindy Hodge
