movie_id,title,revenue,tagline,average_vote,popularity,release_date
3902,I'm Not There.,4001121,All I Can Do Is Be Me Whoever That Is,6.6,13.032308,2007-10-01
77948,The Cold Light of Day,16863583,Be careful who you trust.,4.8,15.131867,2012-04-04
21755,The Brothers Bloom,5530764,They'd never let the truth come between them.,6.8,10.218307,2008-09-09
4960,"Synecdoche, New York",0,*No Tag Line*,7.4,12.761176,2008-10-24
40932,Can't Stop the Music,0,The Musical Comedy Smash of the 80's!,4.9,6.574285,1980-06-20
16608,The Proposition,5048693,This land will be civilized.,7.1,14.617944,2005-10-06
334531,My All American,0,Hope never quits,6.8,3.102987,2015-11-13
32316,Marci X,1675706,Uptown Gets Down.,3.3,5.65327,2003-08-22
7299,Equilibrium,5359645,"In a future where freedom is outlawed, outlaws will become heroes.",6.9,44.566609,2002-12-06
19457,The Yards,0,He's the target of the most merciless family in New York. His own.,6.0,10.150993,2000-04-27
112937,The Oogieloves in the Big Balloon Adventure,0,*No Tag Line*,2.2,0.28576,2012-08-29
314385,By the Sea,3727746,*No Tag Line*,5.4,11.267676,2015-11-12
29078,The Game of Their Lives,0,*No Tag Line*,5.8,2.013405,2005-01-01
46503,All Good Things,0,The perfect love story. Until it became the perfect crime.,5.9,20.086645,2010-12-03
10448,Rapa Nui,305070,*No Tag Line*,6.2,3.581906,1994-09-09
43935,Dylan Dog: Dead of Night,4634062,No pulse? No problem,4.5,10.617236,2011-03-16
11458,People I Know,0,*No Tag Line*,5.5,6.377308,2002-11-21
44638,The Tempest,346594,*No Tag Line*,6.0,3.620537,2010-12-10
241257,Regression,17671101,Fear always finds its victim,5.3,27.215666,2015-10-01
14538,Three Kingdoms: Resurrection of the Dragon,0,*No Tag Line*,6.6,4.127155,2008-04-03
13250,Butterfly on a Wheel,0,Lives will be broken,6.3,13.118983,2007-07-27
133931,Zambezia,0,Airborne to be wild.,5.3,14.182301,2012-06-05
239897,Dwegons,0,*No Tag Line*,0.5,0.485405,2014-01-24
184341,Hands of Stone,0,No más. No surrender.,6.1,7.444189,2016-08-26
334074,Survivor,0,His Next Target is Now Hunting Him,5.4,33.625477,2015-05-21
199373,The Frozen Ground,5496951,The hunter becomes the hunted,6.1,28.060472,2013-07-18
14202,The Painted Veil,0,Sometimes the greatest journey is the distance between two people.,7.1,20.746932,2006-12-09
581,Dances with Wolves,424208848,Inside everyone is a frontier waiting to be discovered.,7.6,45.707835,1990-11-09
52449,Bad Teacher,216197492,She doesn't give an F.,5.4,28.497242,2011-05-16
12150,Sea of Love,110879513,Deception is dangerous. Desire is deadly.,6.7,11.47316,1989-09-15
11247,A Cinderella Story,70067909,Once upon a time... can happen any time.,6.1,25.28132,2004-07-10
4232,Scream,173046663,Someone has taken their love of scary movies one step too far.,7.0,45.99611,1996-12-20
9378,Thir13en Ghosts,0,"There are ghosts around us all the time. Most of them don't want to hurt us. But, there are exceptions...",5.4,20.392858,2001-10-26
694,The Shining,44017374,A masterpiece of modern horror.,8.1,78.699993,1980-05-22
105,Back to the Future,381109762,He's the only kid ever to get into trouble before he was born.,8.0,76.603233,1985-07-03
11377,House on Haunted Hill,40846082,Evil loves to party.,5.5,13.664614,1999-10-29
26367,I Can Do Bad All By Myself,0,*No Tag Line*,6.0,2.242809,2009-09-11
385383,Fight Valley,0,One way in. No way out.,3.9,1.224105,2016-07-22
41210,The Switch,49830607,The most unexpected comedy ever conceived.,5.9,27.494037,2010-05-11
12090,Just Married,101564935,Welcome to the honeymoon from hell.,5.3,18.47518,2003-01-09
62630,The Devil's Double,5728213,"The 80's were brilliant, if you were in charge.",6.5,10.559414,2011-02-11
16110,Thomas and the Magic Railroad,0,Little Engines CAN Do Big Things...,4.6,1.916351,2000-07-26
29427,The Crazies,54956140,Fear Thy Neighbor,6.2,28.867568,2010-02-26
2669,The Bounty,8613462,"After 200 years, the truth behind the legend.",6.5,7.436491,1984-05-04
203833,The Book Thief,76586316,Courage beyond words.,7.4,57.84156,2013-11-08
13523,Sex Drive,18755936,He's leaving virgin territory,6.0,17.952817,2008-10-16
25195,Leap Year,29922472,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,6.4,21.959742,2010-01-08
17277,The Fall of the Roman Empire,4750000,The Most Magnificent Re-Creation . . . Of An Ancient Empire . . . Launches A New Epoch In Motion Pictures . . .,6.0,4.229942,1964-03-24
50725,Take Me Home Tonight,6928068,Best. Night. Ever.,6.2,11.766564,2011-03-04
82631,Won't Back Down,5310554,If you can't beat the system... change it,5.8,2.366251,2012-09-28
73191,The Nutcracker,2119994,The joy of the New York City Ballet in an exciting family holiday motion picture.,5.6,0.068228,1993-11-24
22479,Kansas City,0,"Kansas City, 1934. Anything could happen here. One night it did.",6.1,5.380733,1996-08-16
340611,Indignation,0,Based on the novel by Philip Roth.,6.8,5.625989,2016-07-29
10065,The Amityville Horror,108047131,What happened over the next 28 days has never been explained.,6.0,30.205943,2005-04-15
2757,Adaptation.,32801173,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",7.3,26.441669,2002-12-06
11683,Land of the Dead,46770602,The dead shall inherit the Earth.,6.0,15.262492,2005-06-24
1878,Fear and Loathing in Las Vegas,10680275,"Buy the ticket, take the ride.",7.2,44.511363,1998-05-22
23082,The Invention of Lying,31912793,In a world where everyone can only tell the truth... This guy can lie.,6.0,16.665841,2009-09-13
195589,Neighbors,268157400,Family vs. Frat,6.2,36.471231,2014-05-08
854,The Mask,351583407,From zero to hero.,6.6,85.30318,1994-07-29
2280,Big,151668774,You're Only Young Once But For Josh It Might Just Last A Lifetime.,6.9,20.716023,1988-06-03
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,261572744,"Come to Kazakhstan, it's nice!",6.5,29.487784,2006-11-01
8835,Legally Blonde,141774679,Don't judge a book by its hair color!,6.1,25.43954,2001-07-13
157,Star Trek III: The Search for Spock,87000000,A dying planet. A fight for life.,6.4,15.314027,1984-05-31
8643,The Exorcism of Emily Rose,144216468,What happened to Emily?,6.3,32.602868,2005-09-09
10402,Deuce Bigalow: Male Gigolo,65535067,He charges $10 but he’s willing to negotiate.,5.5,9.832326,1999-12-10
218043,Left Behind,19682924,The End Begins,3.7,33.452469,2014-10-03
9043,The Family Stone,0,Feel The Love,6.2,14.190837,2005-12-14
21301,Barbershop 2:  Back in Business,65070412,Let your hair down,5.6,6.501815,2004-01-20
10147,Bad Santa,76488889,He doesn't care if you're naughty or nice.,6.5,26.58873,2003-11-26
816,Austin Powers: International Man of Mystery,67683989,"If he were any cooler, he'd still be frozen, baby!",6.5,36.15716,1997-05-02
302688,My Big Fat Greek Wedding 2,88923251,People change. Greeks don't.,5.5,16.027955,2016-03-23
60307,Diary of a Wimpy Kid: Rodrick Rules,72417394,Welcome to the next grade,6.3,14.329891,2011-03-25
106,Predator,98235548,"If it bleeds, we can kill it...",7.3,50.009408,1987-06-11
279,Amadeus,51973029,...Everything you've heard is true,7.8,31.82675,1984-10-26
8617,Prom Night,14796236,A Night To Die For.,4.8,9.642041,2008-04-10
10625,Mean Girls,129042871,Welcome to girl world.,6.9,36.423717,2004-04-30
10934,Under the Tuscan Sun,0,Life offers you a thousand chances ... all you have to do is take one.,6.4,12.309718,2003-04-30
5279,Gosford Park,87754044,Tea at four. Dinner at eight. Murder at midnight.,6.8,11.693272,2001-11-07
10013,Peggy Sue Got Married,41382841,"Knowing what you know now, what would you do differently?",5.9,12.243887,1986-10-05
194662,Birdman,103215094,or (The Unexpected Virtue of Ignorance),7.4,89.811154,2014-08-27
160588,Blue Jasmine,99206215,Blue Moon. I used to know the words. Now they're all a jumble.,7.0,34.694216,2013-07-25
9829,United 93,76286096,"September 11, 2001. Four planes were hijacked. Three of them reached their target. This is the story of the fourth.",6.9,17.50138,2006-04-28
10028,Honey,62646763,Her dream. Her terms,6.0,18.492655,2003-11-24
10535,Spy Hard,0,All the action. All the women. Half the intelligence.,4.9,11.238522,1996-05-24
790,The Fog,21378361,Lock your doors. Bolt your windows. There's something in THE FOG!,6.4,14.518598,1980-02-08
43959,Soul Surfer,47088990,"When you come back from a loss, beat the odds, and never say never, you find a champion.",6.9,19.234672,2011-04-08
10364,Catch-22,24911670,*No Tag Line*,6.7,4.504377,1970-06-24
16991,Observe and Report,24007324,"Right now, the world needs a hero.",5.6,10.529143,2009-04-10
9610,Conan the Destroyer,100000000,The most powerful legend of all is back in a new adventure.,5.8,18.379124,1984-06-29
1578,Raging Bull,23000000,*No Tag Line*,7.7,35.524457,1980-11-14
25643,Love Happens,36133014,Sometimes when you least expect it...,5.6,13.472365,2009-09-18
11904,Young Sherlock Holmes,0,"Before a lifetime of adventure, they lived the adventure of a lifetime.",6.7,8.321586,1985-12-04
28665,Fame,0,*No Tag Line*,5.5,7.668063,2009-01-01
44115,127 Hours,35692920,There is no force more powerful than the will to live.,7.0,52.464877,2010-11-05
10569,Small Time Crooks,0,They took a bite out of crime,6.4,11.423533,2000-05-19
10560,Center Stage,17200925,Life doesn't hold tryouts.,6.8,6.961736,2000-05-12
333348,Love the Coopers,24000000,"Christmas means comfort, joy and chaos.",5.4,9.191187,2015-11-12
20483,Catch That Kid,16702864,They're on a mission without permission.,4.9,4.492859,2004-02-06
11457,Life as a House,0,"Seen from a distance, it's perfect.",7.2,5.706767,2001-10-25
321697,Steve Jobs,34441873,Can a great man be a good man?,6.8,53.670525,2015-10-09
19840,"I Love You, Beth Cooper",0,Popularity is nice. Popular girls are not.,5.1,14.15192,2009-07-10
22327,Youth in Revolt,0,"Every ""Revolution"" Needs A Leader",5.9,13.462544,2009-09-11
38665,The Legend of the Lone Ranger,2945600,"The untold story of the man behind the mask, and the legend behind the man.",3.7,11.725805,1981-08-20
2575,The Tailor of Panama,28008462,"In a place this treacherous, what a good spy needs is a spy of his own.",6.2,7.047975,2001-02-11
11644,Blow Out,12000000,Murder has a sound all of its own!,7.3,13.628601,1981-07-24
146227,Getaway,10501938,Get in. Get out. Getaway.,4.9,16.520516,2013-08-29
68924,The Ice Storm,8038061,"It was 1973, and the climate was changing.",6.9,14.916264,1997-09-27
253235,And So It Goes,25312387,*No Tag Line*,5.7,9.633711,2014-07-20
22102,Troop Beverly Hills,0,"When the going gets tough, the tough go shopping!",5.6,3.455018,1989-03-22
18701,Being Julia,0,Passion. Obsession. Revenge. Prepare for the performance of a lifetime.,6.4,1.946634,2004-09-03
10068,Nine 1/2 Weeks,6735922,They Broke Every Rule,5.8,12.313143,1986-02-14
848,Dragonslayer,14110013,"In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real.",6.5,3.258422,1981-06-26
36811,The Last Station,0,Intoxicating. Infuriating. Impossible. Love.,6.7,3.659292,2009-09-04
522,Ed Wood,5887457,"When it came to making bad movies, Ed Wood was the best.",7.3,24.548633,1994-09-27
130150,Labor Day,20275812,*No Tag Line*,6.7,17.683563,2013-12-27
13809,RockNRolla,25739015,"A story of sex, thugs and rock 'n roll.",6.9,31.887978,2008-09-04
27380,Megaforce,0,Deeds not Words,3.5,1.110179,1982-06-25
10549,Hamlet,0,*No Tag Line*,7.3,9.814785,1996-12-25
33870,Mao's Last Dancer,20719451,最后的舞者,6.8,1.876811,2009-10-01
245703,Midnight Special,6212282,He's not like us.,6.2,32.717853,2016-02-18
10739,Anything Else,0,In any relationship one person always does the heavy lifting.,6.2,8.945081,2003-08-27
127560,The Railway Man,22309223,Revenge is never a straight line.,6.7,13.916583,2013-12-26
396152,Restoration,0,*No Tag Line*,5.3,2.525569,2016-05-03
10017,The Wraith,3500000,He's not from around here...,5.9,10.47644,1986-11-21
11468,Salton Sea,676698,"If you're looking for the truth, you've come to the wrong place.",7.0,10.991281,2002-01-01
193613,Metallica: Through the Never,7972967,Experience Metallica like never before,6.7,7.871686,2013-09-25
17436,The Informers,382174,Greed is good. Sex is easy. Youth is forever.,4.4,6.333869,2008-11-05
43434,Carlos,871279,The man who hijacked the world,6.7,1.138383,2010-05-19
31166,I Come with the Rain,0,*No Tag Line*,5.6,8.266124,2009-05-14
69848,One Man's Hero,0,One man's hero is another man's traitor.,9.3,0.910529,1999-08-02
8408,Day of the Dead,34000000,The darkest day of horror the world has ever known.,6.9,18.025206,1985-07-19
332411,I Am Wrath,0,I lay my vengeance upon them.,4.5,10.144222,2016-04-14
9626,Red Sonja,6948633,A woman and a warrior that became a legend.,5.0,12.752463,1985-04-09
75638,Red Lights,13551174,How much do you want to believe?,6.0,22.748174,2012-03-02
8363,Superbad,121463226,Come and Get Some!,7.0,33.436092,2007-08-17
15670,Madea Goes to Jail,90508336,*No Tag Line*,6.4,3.107371,2009-02-16
290555,Wolves,0,Unleash the beast,5.7,7.922639,2014-08-28
8328,Step Up 2: The Streets,150816700,It's not where you're from. It's where you're at.,6.5,28.973074,2008-02-14
10982,Hoodwinked!,51053787,Armed And Dangerously Dumb.,5.9,23.980329,2005-12-16
205,Hotel Rwanda,38000000,"When the world closed its eyes, he opened his arms.",7.5,28.60542,2004-09-11
1620,Hitman,99965753,Assassin 47,5.9,42.669304,2007-11-21
175541,Black Nativity,7018189,The Musical Event of the Holiday Season,5.8,7.180403,2013-11-27
241254,The Prince,266586800,Mercy is for the Weak,4.6,21.638673,2014-08-22
31932,City of Ghosts,0,*No Tag Line*,5.4,2.64486,2002-01-01
1933,The Others,0,"Sooner or later she'll see them, then everything will be different.",7.4,25.881355,2001-08-02
679,Aliens,183316455,This Time It's War,7.7,67.66094,1986-07-18
11113,My Fair Lady,72070731,The loverliest motion picture of them all!,7.4,20.786616,1964-10-21
3597,I Know What You Did Last Summer,125586134,"If you're going to bury the truth, make sure it stays buried.",5.6,27.654472,1997-10-17
193893,Let's Be Cops,136621271,Fake Cops. Real Trouble.,6.4,70.668923,2014-08-13
9675,Sideways,109502303,In search of wine. In search of women. In search of themselves.,6.9,23.425431,2004-10-22
9988,Beerfest,19179969,Prepare for the ultimate chug of war.,5.8,14.304444,2006-08-25
948,Halloween,70000000,The Night He Came Home,7.4,30.301307,1978-10-25
21765,Good Boy!,0,Rover is about to take over.,4.7,3.56033,2003-10-10
146304,The Best Man Holiday,71625195,Times change. Friendship doesn't.,6.7,7.210095,2013-11-15
7516,Smokin' Aces,57103895,Nobody gets away clean.,6.4,23.491962,2006-12-09
41439,Saw: The Final Chapter,136150434,The Traps Come Alive,5.8,36.133536,2010-10-21
2752,40 Days and 40 Nights,0,Easier said than done.,5.2,14.18136,2002-03-01
9429,A Night at the Roxbury,30331165,Score!,5.9,12.709227,1998-10-01
38117,Beastly,43165571,Love is never ugly.,6.0,24.054062,2011-01-21
9792,The Hills Have Eyes,69623713,The lucky ones die first.,6.1,35.107857,2006-03-10
13778,Dickie Roberts: Former Child Star,0,50 million people used to watch him on TV. Now he washes their cars.,5.1,10.149569,2003-09-05
228203,"McFarland, USA",45710059,Champions Can Come From Anywhere.,7.4,14.023082,2015-02-20
41382,Lottery Ticket,0,Winning is Just the Beginning Surviving is Another Story,5.6,9.054803,2010-08-20
13960,ATL,21170563,A New American Story,6.0,5.422285,2006-03-31
114150,Pitch Perfect,115350426,Get pitch slapped.,7.3,32.746486,2012-09-28
26602,Summer Catch,19693891,Are you game?,4.8,3.960098,2001-08-22
10223,A Simple Plan,0,Sometimes good people do evil things.,6.9,10.178917,1998-12-11
16028,They,0,Are you afraid of the dark? You should be.,4.6,4.544216,2002-11-01
15639,Larry the Cable Guy: Health Inspector,0,*No Tag Line*,3.3,2.184708,2006-03-24
16112,The Adventures of Elmo in Grouchland,0,"The Good, The Bad and The Stinky.",6.3,3.09159,1999-10-01
26390,Brooklyn's Finest,29536299,This is War. This is Brooklyn.,6.2,18.790102,2009-01-16
27759,55 Days at Peking,10000000,A handful of men and women held out against the frenzied hordes of bloodthirsty fanatics!,6.3,3.321095,1963-05-06
109428,Evil Dead,97542952,The most terrifying film you will ever experience.,6.4,33.912116,2013-04-05
23049,My Life in Ruins,20455276,The most fun you can have without a passport.,5.6,5.787891,2009-02-06
9310,American Dreamz,7314027,Imagine a country where more people vote for a pop idol than they do for their next President.,4.9,7.864011,2006-03-04
11411,Superman IV: The Quest for Peace,19300000,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",4.1,17.062117,1987-07-23
16988,How She Move,0,*No Tag Line*,3.0,1.782666,2008-01-25
7304,Running Scared,9500000,Every bullet leaves a trail.,7.0,19.311572,2006-01-06
24747,Bobby Jones: Stroke of Genius,0,*No Tag Line*,5.5,2.897449,2004-04-30
58048,Shanghai Surprise,0,A romantic adventure for the dangerous at heart.,2.9,0.138564,1986-08-29
1491,The Illusionist,86915017,Nothing Is What It Seems.,7.1,36.960953,2006-08-18
2989,Roar,2000000,No animals were harmed in the making of this movie. 70 members of the cast and crew were.,5.6,1.15641,1981-11-12
10629,Veronica Guerin,1569918,Why would anyone want to kill Veronica Guerin?,6.8,9.583578,2003-07-11
255343,Escobar: Paradise Lost,3758328,Welcome to the family,6.1,25.112567,2014-10-11
4723,Southland Tales,374743,Have a nice apocalypse.,5.2,9.349386,2006-05-15
25763,Damnation Alley,8720000,*No Tag Line*,5.0,2.215261,1977-09-10
79694,The Apparition,9627492,Once You Believe You Die,4.5,6.385234,2012-08-23
4032,My Girl,0,"When your Dad's an undertaker, your Mom's in heaven, and your Grandma's got a screw loose...it's good to have a friend who understands you. Even if he is a boy.",7.0,20.935169,1991-11-27
18615,Fur: An Imaginary Portrait of Diane Arbus,2281089,A love story.,5.8,4.358255,2006-08-30
10673,Wall Street,43848069,Every dream has a price.,7.0,24.898687,1987-12-10
4584,Sense and Sensibility,135000000,Lose your heart and come to your senses.,7.2,20.898711,1995-12-13
2977,Becoming Jane,37311672,Her own life is her greatest inspiration.,6.9,18.236284,2007-03-02
10760,Sydney White,13620075,Freshman year is no fairytale,6.0,10.74648,2007-09-21
11093,House of Sand and Fog,16942795,Some dreams can't be shared.,7.0,12.102725,2003-12-19
207,Dead Poets Society,235860116,He was their inspiration. He made their lives extraordinary.,8.1,55.458584,1989-06-02
8467,Dumb and Dumber,247275374,"What the one doesn't have, the other is missing.",6.5,35.777067,1994-12-16
639,When Harry Met Sally...,92823546,Can two friends sleep together and still love each other in the morning?,7.3,18.430419,1989-07-21
24226,The Verdict,53977250,"The doctors want to settle, the Church wants to settle, their lawyers want to settle, and even his own clients are desperate to settle. But Galvin is determined to defy them all. He will try the case.",7.4,7.980632,1982-12-08
9285,Road Trip,119754278,The greatest college tradition of all.,5.9,14.759948,2000-05-19
14709,Varsity Blues,0,It takes a hero to know what's worth winning.,6.0,9.229999,1999-01-15
74643,The Artist,133432856,A Breath Of Fresh Vintage Air,7.3,29.943316,2011-05-15
13788,The Unborn,76514050,Evil will do anything to live.,4.8,15.788784,2009-01-09
83666,Moonrise Kingdom,68263166,A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.,7.6,41.083914,2012-05-16
10781,The Texas Chainsaw Massacre: The Beginning,0,What you know about fear... doesn't even come close.,5.9,21.380635,2006-10-06
318850,The Young Messiah,6490401,"Before he was the savior, he was a child.",6.4,1.884558,2016-03-10
13908,The Master of Disguise,0,He can get into any disguise... getting out is another story.,3.7,4.382761,2002-08-02
39180,See Spot Run,0,The Smart One Isn't Wearing Any Pants.,4.8,6.579017,2001-03-02
16161,Baby Boy,29381649,Just a Baby Boy.,7.4,7.854989,2001-06-27
49950,The Roommate,40492759,"2,000 colleges. 8 million roommates. Which one will you get?",5.3,11.807269,2011-02-04
10956,Joe Dirt,30987695,He Came. He Cleaned. He Conquered.,5.5,15.976335,2001-04-10
9594,Double Impact,30102717,Two brothers separated by the violence. Now together in a mission of revenge.,5.3,10.484642,1991-08-10
4638,Hot Fuzz,80573774,Big cops. Small town. Moderate violence.,7.4,38.623178,2007-02-14
13972,The Women,50007546,*No Tag Line*,4.6,8.8321,2008-09-12
5038,Vicky Cristina Barcelona,96408652,Life is the ultimate work of art,6.7,32.758254,2008-08-15
10571,Boys and Girls,20627372,Warning: Sex Changes Everything,5.4,9.119797,2000-06-16
10994,White Oleander,0,*No Tag Line*,7.2,9.423866,2002-10-11
19994,Jennifer's Body,31556061,She's evil... and not just high school evil.,5.3,32.257414,2009-09-18
25166,Drowning Mona,15427192,"The death of Mona Dearly wasn't so much a whodunnit, as a who didn't.",5.4,3.021835,2000-03-03
30890,Radio Days,0,*No Tag Line*,7.0,7.612849,1987-01-30
23169,Remember Me,0,Live in the moments.,6.9,36.764666,2010-03-12
17403,How to Deal,0,Rule #1 There are no rules.,5.7,3.199784,2003-07-18
12120,My Stepmother is an Alien,13854000,Man's closest encounter.,5.3,9.455596,1988-12-09
9800,Philadelphia,206678440,No one would take on his case... until one man was willing to take on the system.,7.6,44.301745,1993-12-22
1090,The Thirteenth Floor,18564088,Question reality. You can go there even though it doesn't exist.,6.8,19.890428,1999-04-16
18475,The Cookout,12,"This summer, get your grill on!",4.6,0.830596,2004-09-03
40160,Meteor,0,There's No Place On Earth To Hide!,5.1,2.637355,1979-10-19
18074,Duets,0,Six littles souls in search of a little harmony.,5.5,2.25453,2000-09-09
9689,Hollywood Ending,0,It's going to be a shot in the dark!,6.4,8.711782,2002-05-03
9781,Detroit Rock City,4217115,Kiss The Rules Goodbye.,6.7,5.700333,1999-08-13
8009,Highlander,5900000,There can be only one.,6.8,29.253833,1986-03-07
3877,Things We Lost in the Fire,2849142,Hope comes with letting go.,6.7,8.842869,2007-09-26
8854,Steel,1686429,Heroes don't come any bigger.,4.3,2.848727,1997-08-15
152599,The Immigrant,5867686,*No Tag Line*,6.2,13.832464,2013-07-03
18840,The White Countess,0,*No Tag Line*,6.9,4.488547,2005-10-30
68727,Trance,24261569,Don't be a hero.,6.5,38.802415,2013-03-27
12657,Soul Plane,14822346,Announcing the arrival of the first airline with soul.,4.7,9.400404,2004-05-28
12410,Good,0,Anything that makes people happy can't be bad can it?,6.3,2.397987,2008-12-11
34647,Enter the Void,754249,*No Tag Line*,7.2,20.39955,2009-05-05
73935,Vamps,0,Dating Sucks,4.8,7.251897,2012-08-25
28178,Hachi: A Dog's Tale,47801389,"A true story of faith, devotion and undying love.",7.7,43.217089,2009-06-13
185567,Zulu,0,*No Tag Line*,6.7,14.529496,2013-12-04
264656,The Homesman,3442853,*No Tag Line*,6.4,20.59148,2014-05-18
35696,Juwanna Mann,0,*No Tag Line*,4.2,2.244947,2002-06-21
16351,Ararat,0,*No Tag Line*,5.7,1.326264,2002-05-20
38717,Madison,0,A town's future is riding with one man.,5.3,0.212108,2001-01-23
18777,Slow Burn,1237615,The truth is just a trick of light.,5.5,6.630856,2005-09-12
9035,Slither,0,Horror Has A New Face,6.3,17.327279,2006-03-31
90,Beverly Hills Cop,316360478,The Heat Is On!,6.8,29.843818,1984-11-29
771,Home Alone,476684675,A Family Comedy Without the Family.,7.1,2.186927,1990-11-09
9576,Tootsie,177200000,What do you get when you cross a hopelessly straight starving actor with a dynamite red sequined dress? You get America's hottest new actress.,6.9,20.818567,1982-12-16
744,Top Gun,356830601,Up there with the best of the best.,6.7,58.900647,1986-05-16
14,American Beauty,356296601,Look closer.,7.9,80.878605,1999-09-15
45269,The King's Speech,414211549,Find your voice.,7.6,54.053576,2010-09-06
9493,Twins,216614388,Only their mother can tell them apart.,5.7,17.638286,1988-12-09
22556,The Yellow Handkerchief,317000,*No Tag Line*,6.4,3.803495,2008-12-17
873,The Color Purple,146292009,It's about life. It's about love. It's about us.,7.7,17.571533,1985-12-18
205596,The Imitation Game,233555708,The true enigma was the man who cracked the code.,8.0,145.364591,2014-11-14
10765,Private Benjamin,0,*No Tag Line*,6.0,12.18838,1980-10-06
16769,Coal Miner's Daughter,67182787,She was married at 13. She had four kids by the time she was 20. She's been hungry and poor. She's been loved and cheated on. She became a singer because it was the only thing she could do. She became a star because it was the only way she could do it.,7.2,3.826685,1980-03-07
33217,Diary of a Wimpy Kid,75700498,"It's not a diary, it's a movie.",5.9,21.095489,2010-03-19
132232,Mama,146497771,A Mother's Love is Forever,6.0,47.455148,2013-01-17
11153,National Lampoon's Vacation,61399552,Every summer Chevy Chase takes his family on a little trip. This year he went too far.,7.1,22.838834,1983-07-28
208134,Bad Grandpa,151831537,Real people. Real reactions. Real messed up.,6.0,27.165222,2013-10-22
1165,The Queen,123384128,Our Leaders. Ourselves.,6.8,19.113278,2006-09-15
4011,Beetlejuice,73326666,He's guaranteed to put some life in your afterlife.,7.1,58.553213,1988-02-29
17202,Why Did I Get Married?,55184721,Because we complete each other's sentences.,6.1,2.005111,2007-10-12
9587,Little Women,0,"The story that has lived in our hearts for generations, now comes to the screen for the holidays.",7.0,16.418639,1994-12-21
65086,The Woman in Black,127730736,What did they see?,6.1,43.675191,2012-02-01
10053,When a Stranger Calls,66966987,"Whatever You Do, Don't Answer The Phone.",5.4,4.688212,2006-02-03
11870,Big Fat Liar,52970014,The truth is never overrated,5.6,9.125594,2002-02-08
11778,The Deer Hunter,50000000,One of the most important and powerful films of all time!,7.8,19.786392,1978-12-08
586,Wag the Dog,64256513,"A comedy about truth, justice and other special effects.",6.7,13.581966,1997-12-25
18736,The Lizzie McGuire Movie,55534455,The only risk in taking an adventure is not taking it at all.,5.7,11.927667,2003-04-25
134411,Snitch,42930462,How far would you go to save your son?,5.8,30.556135,2013-02-21
287903,Krampus,61548707,You don't want to be on his list.,5.9,31.565117,2015-11-26
9276,The Faculty,40283321,Take me to your teacher.,6.2,21.535126,1998-12-25
15765,What's Love Got to Do with It,0,Who needs a heart when a heart can be broken?,6.9,7.921311,1993-06-09
2142,Cop Land,44862187,No One Is Above The Law.,6.6,19.284129,1997-08-15
11397,Not Another Teen Movie,66468332,They served you Breakfast. They gave you Pie. Now we’re gonna stuff your face.,5.5,23.423082,2001-12-07
77016,End of Watch,48126384,Every moment of your life they stand watch,7.2,49.517264,2012-09-20
11478,The Skulls,35007180,Getting in is easy. Getting out is a killer.,5.8,11.375032,2000-03-31
266856,The Theory of Everything,123726688,His Mind Changed Our World. Her Love Changed His.,7.8,61.182331,2014-11-26
13411,Malibu's Most Wanted,0,*No Tag Line*,4.7,7.314796,2003-04-10
10564,Where the Heart Is,33771174,Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.,6.9,6.857923,2000-04-27
947,Lawrence of Arabia,69995385,*No Tag Line*,7.8,41.286336,1962-12-10
24150,Halloween II,39421467,Family Is Forever,5.1,12.929525,2009-08-28
228970,Wild,52501541,*No Tag Line*,7.0,42.952942,2014-12-05
18405,The Last House on the Left,32721635,"If someone hurt someone you love, how far would you go to get revenge?",6.2,19.760383,2009-03-13
6961,The Wedding Date,47175038,Love doesn't come cheap.,6.2,10.194097,2005-02-04
11442,Halloween: Resurrection,37664855,Evil finds its way home,4.5,11.045593,2002-07-01
2493,The Princess Bride,30857814,It's as real as the feelings you feel.,7.6,44.533612,1987-09-18
14047,The Great Debaters,30226144,"When the nation was in need, he inspired them to give us hope.",6.9,10.84158,2007-12-27
64690,Drive,78054825,There are no clean getaways.,7.4,49.294864,2011-08-06
11132,Confessions of a Teenage Drama Queen,29331068,She's making a scene over everything.,5.1,7.424798,2004-02-17
17127,The Object of My Affection,46905889,Sometimes The Most Desirable Relationship Is The One You Can't Have,5.6,5.164281,1998-04-17
1562,28 Weeks Later,64238440,When days turn to weeks... the horror returns.,6.5,34.759855,2007-04-26
232679,When the Game Stands Tall,30127963,"Its Not How Hard You Fall, Its How You Get Back Up",6.3,7.297757,2014-08-22
17880,Because of Winn-Dixie,32645546,Discover what happens when you go looking for a miracle and a miracle comes looking for you.,6.1,3.334804,2005-02-18
14736,Love & Basketball,27728118,All's fair in love and basketball.,7.4,2.027393,2000-04-21
9434,Grosse Pointe Blank,28084357,Even a hit man deserves a second shot.,6.9,13.817269,1997-04-11
